title,street,city,state,zipcode,phone,email
"Snapbox Self Storage
Gold Member","104 Penns Trail, PA 18940",Newtown,Pennsylvania,18940,12155156941,
Branchville Self Storage,70 W Branchville Rd,Ridgefield,Connecticut,06877-6222,2035440100,branchville8237@sbcglobal.net
Coventry Self Storage LLC,2709 Boston Turnpike,Coventry,Connecticut,06238,8607425540,info@coventrystorage.com
A-1 Affordable Storage,1431 Airway,Waterford,Michigan,48327-1824,2488868800,chuckg@realfi.com
Ahoy Self Storage,2 Market Circle,Windsor,Connecticut,06095,8606885512,info@ahoyselfstorage.com
Store-N-Save Self Storage Lld,777 Hwy 18,Windsor,Pennsylvania,N9J 3S8,8667380505,corporate@storensave.com
"A-1 Self Storage
Gold Member","615 SE Main St, OR 97214",Portland,Oregon,97214,19713734368,
"South Waterfront Heated Storage
Gold Member","680 SW Bancroft St, OR 97239",Portland,Oregon,97239,15034763534,
Barbur Blvd Self-Storage LLC,11318 SW Barbur Blvd.,Portland,Oregon,97219,5032456464,info@barburstorage.com
Downtown Self Storage,1304 NW Johnson Street,Portland,Oregon,97209,5032416170,
Rollin Wheels Self Storage,14229 SE Division St.,Portland,Oregon,97236-2630,5037604126,syang771@msn.com
U-Store Self Storage,1130 NE 28th Avenue,Portland,Oregon,97232,5032848111,brctr@qwest.net
Americas Attic Mini-Storage,609 North Church Street,Thomaston,Georgia,30286-3620,7066475496,ssblackstock@hotmail.com
Blacks Road Self Storage LLC,243 Blacks Road,Cheshire,Connecticut,06410,2032501515,blackroadselfstoreage@hotmail.com
Carefree Self Storage,175 Lebanon Ave,Colchester,Connecticut,06415-1225,8605373423,
Malletts Bay Self Storage,738 East Lakeshore Drive,Colchester,Vermont,05446-6364,,chambconst@aol.com
"StoreNow, Inc.",71 Vista Parkway,Avon,Indiana,46123,3172720160,jonathan@storenow.org
Dover Mini Storage,2171 Palomino Rd.,Dover,Pennsylvania,17315-3670,7172922707,
Moore's Lake Mini Storage,1685 South State Street,Dover,Delaware,19901,3027359700,inquire@mooreslakeministorage.com
Secure Storage LLC,2 North State Street,Dover,Delaware,,3026783276,jmp@cpcommercial.com
Basin Road Self Storage,2 Bellecor Drive,New Castle,Delaware,19720,3023227775,basinroad-ss@reybold.com
Red Lion Self Storage,950 Red Lion Rd,New Castle,Delaware,19720,3028387405,redlion-ss@reybold.com
Budget Self Storage Inc,414 Raymond Blvd.,Newark,New Jersey,07105-4615,9733445500,info@saveandstore.com
Jonathan's Stoaway Inc,607 N. Harmony Road,Newark,Delaware,19711-6917,3023689111,jwoerner@delaware.net
Newark Self Storage,2090 Stafford Way,Newark,Delaware,19711,3023661588,newark-ss@reybold.com
Pencader Self Storage,101 Executive Drive,Newark,Delaware,19702,3027093180,pencader-ss@reybold.com
Storage King USA,1448 McCarter Highway Newark,Newark,New Jersey,07104,9734841900,newark@storagekingusa.com
All Seasons Self Storage,6635 Gordon Road,Wilmington,North Carolina,28411,9107983855,
Dodson Annex Self Storage,1215 Centerville Road,Wilmington,Delaware,19808-6217,3029981234,pricescorner-ss@reybold.com
Junction Self Storage,5044 Carolina Beach Rd,Wilmington,North Carolina,28412,9107911150,treymcg@bellsouth.net
Martin Self Storage Inc,4851 Carolina Beach Road,Wilmington,North Carolina,28412,9107945557,mss5@martinselfstorage.com
North Chase Mini Storage,3311 Enterprise Drive,Wilmington,North Carolina,28405-2118,9103926464,
North Market Self Storage,2523 LaMotte Street,Wilmington,Delaware,19802-4358,3026527766,northmarket-ss@reybold.com
Prices Corner Self Storage,1215 Centerville Road,Wilmington,Delaware,19808-6217,3029981234,pricescorner-ss@reybold.com
Sentinel Self Storage,333 East Lea Boulevard,Wilmington,Delaware,19802,3027646300,ajulian@easternstatesdev.com
Tri-State Self Storage,501 Silverside Road,Wilmington,Delaware,19809,3027921100,pamela@fermassoc.com
American Portable Mini Storage,Po. Box 779,Millsboro,Delaware,19966,8774186329,Info@lessardbuilders.com
Valley Mini Storage,5865 Graham Hill Rd,Felton,California,95018-9737,8313353931,vmstorage@sbcglobal.net
Glasgow Pines Self Storage,100 E. Scotland Drive,Bear,Delaware,19701,3028348222,glasgowpines-ss@reybold.com
Pack Rat Mini Storage,120 Weakley Lane,Smyrna,Tennessee,,6152231287,info@packratministorage.com
CubeSmart,8704 Cherry Lane,Laurel,Maryland,20707,3014976800,STORE0541@CUBESMART.COM
CubeSmart,8704 Cherry Lane,Laurel,Maryland,20707,3014976800,STORE0541@CUBESMART.COM
ezStorage,8401 Contee Rd(@Rt. 1),Laurel,Maryland,20708,3014908782,store@ezstorage.com
J and J Store and Lock,2925 Terry Drive,Middletown,Ohio,45042-1731,5134241538,
Adult Toy Storage,601 Hillview Dr.,Altamonte Springs,Florida,32714,4078758111,rhattaway@mpinet.net
South Seminole Business and Storage Park,540 N State Road 434 # 530,Altamonte Springs,Florida,32714,4078697867,wssbs434@aol.com
Presidential Self Storage,"2875 NE 191 St, Suite 400",Aventura,Florida,,3057856335,trpierce@presidentialselfstorage.com
Public Storage,21280 Biscayne Blvd.,Aventura,Florida,33180,,
Diamond Self Storage,4239 N. Modelwood Dr.,Beverly Hills,Florida,34465,3527466997,manager@diamondselfstorage.com
Storage Etc,8447 Wilshire Blvd. Suite 100,Beverly Hills,California,90211,3238521400,JHowe@storageetc.com
CubeSmart,19200 US Highway 441,Boca Raton,Florida,33498,5614770084,STORE0522@CUBESMART.COM
Public Storage,20599 81st Way South,Boca Raton,Florida,33434,,
Bonita Storage Inn,"8841 W Terry Street, Unit 1001",Bonita Springs,Florida,34135,2399480700,bonitastorageinn@aol.com
Great Space Storage,11301 Bonita Beach Rd,Bonita Springs,Florida,34110,2392212000,info@greatspacestorage.com
Public Storage,400 E. Industrial Ave.,Boynton Beach,Florida,33426,,
Public Storage,3400 Old Boynton Rd.,Boynton Beach,Florida,33426,,
Space Plus Storage Centers,2951 SW 14th Place,Boynton Beach,Florida,,5617346303,billgthomas@aol.com
Cortez Storage LLC,"8915 Cortez Rd., W.",Bradenton,Florida,34210,9417955553,cortezstorage@tampabay.rr.com
CubeSmart,6915 Manatee Avenue,Bradenton,Florida,34209,9417945700,STORE0572@CUBESMART.COM
CubeSmart,6512 14th Street,Bradenton,Florida,34207,9417580001,STORE0638@CUBESMART.COM
Pak-It-Inn Self Storage,8201 Championship Court,Bradenton,Florida,,9413736646,toaksinvestments@aoI.com
Old Fannin Road Store and Lock Inc,1188 Old Fannin Road,Brandon,Mississippi,39047-9262,6019924782,spacey7915@aol.com
Southside Storage,Ste 6E 4751 E Moody Blvd,Bunnell,Florida,32110-7715,3864374882,
A-1 Shelters Inc,On Se 12th Pl South Of Visca Blvd,Cape Coral,Florida,33904-8684,2395744184,
CubeSmart,301 Northeast Pine Island Road,Cape Coral,Florida,33909,2395736664,STORE0516@CUBESMART.COM
Space Stor Self Storage,2430 Estancia Blvd. Ste. 206,Clearwater,Florida,33761,2155350500,rick@spacestorselfstorage.com
All Space Storage,4909 N Cocoa Blvd,Cocoa,Florida,32927-6030,3216398576,allspacestorage@aol.com
Cocoa Village Self Storage,105 Forrest Avenue,Cocoa,Florida,32922,3216315233,tap626@aol.com
Public Storage,6050 State Rd. 7,Coconut Creek,Florida,33073,,
AC Secured Storage Inc,115 S.W. 89 Way,Coral Springs,Florida,33071,9547537957,lowell@chickkaro.com
Public Storage,6000 Coral Ridge Dr,Coral Springs,Florida,33076,,
CubeSmart,2010 Northeast 7th Avenue,Dania Beach,Florida,33004,9545253040,STORE0574@CUBESMART.COM
Public Storage,12451 Orange Dr,Davie,Florida,33330,,
Public Storage,3700 S. University Dr.,Davie,Florida,33328,,
All Aboard Storage,1575 Aviation Center Parkway,Daytona Beach,Florida,32114,3862393536,airport@allaboardstorage.com
Public Storage,1375 W. Hillsboro Blvd.,Deerfield Beach,Florida,33442,,
Stor-AII Systems Inc,1375 W. Hillsboro Blvd.,Deerfield Beach,Florida,,9544217888,info@stor-all.com
CubeSmart,6100 West Atlantic Avenue,Delray Beach,Florida,33484,5614967333,STORE0525@CUBESMART.COM
Best Guys moving Doral,3901 NW 79th Ave #260,Doral,Florida,33166,7867302374,bestguysmovingdoral@outlook.com
Storage Mall,22036 Lake Seneca Road,Eustis,Florida,,3527427737,storagemall@aol.com
CubeSmart,1678 South 8th Street,Fernandina,Florida,32034,9042617600,STORE0323@CUBESMART.COM
Best Florida Storage Inc,3511 NE 22 Ave. Ste 350,Fort Lauderdale,Florida,33308,9545377927,arvid@albanesegroup.com
Lauderdale Storage Co Inc,540 Southwest 27th Avenue,Fort Lauderdale,Florida,,9544839333,
Off Broward Self Storage,901 NW 1st Street,Fort Lauderdale,Florida,33311,9544626160,info@offbrowardstorage.com
Space Plus Self Storage,1850 S. Miami Road,Fort Lauderdale,Florida,33316,9545238900,largostorage@storageflorida.com
X-S Storage LLC,3050 NE 47 Court 604,Fort Lauderdale,Florida,33308,9544446354,
Pineapple Mini Storage,4892 Okeechobee Rd,Fort Pierce,Florida,34947,7724687707,pineapplemini@earthlink.net
Public Storage,3125 South US 1,Fort Pierce,Florida,34982,,
Okeechobee Road Self Storage,11117 W Okeechobee Rd,Hialeah,Florida,33018-4212,3053625900,
U-Store Hollywood,6632 Lexington Avenue,Hollywood,California,90038,3234665763,ustorehollywood@platinumstorage.com
Lighthouse Self Storage at Homestead,701 S. Homestead Boulevard,Homestead,Florida,33030,3054404920,homestead@lighthousestorage.com
Manatee Storage LLC,1697 S Suncoast Blvd,Homosassa Springs,Florida,34448,3525636669,
Adams Cherokee Storage,1300 E. Pine St.,Jacksonville,Texas,75766-5414,9035862681,adamstorage@tyler.net
CubeSmart,8585 Touchton Road,Jacksonville,Florida,32216,9046209799,STORE0708@CUBESMART.COM
CubeSmart,11570 Beach Boulevard,Jacksonville,Florida,32246,9042324404,STORE0709@CUBESMART.COM
CubeSmart,8121 Point Meadows Drive,Jacksonville,Florida,32256,9045195570,STORE0710@CUBESMART.COM
CubeSmart,3024 Plummer Cove Road,Jacksonville,Florida,32223,9042889886,STORE0723@CUBESMART.COM
CubeSmart,645 Park Street,Jacksonville,Florida,32204,9043537778,STORE0724@CUBESMART.COM
"Snapbox Self Storage
Gold Member","1125 Jupiter Park Dr, FL 33458",Jupiter,Florida,33458,15612508010,
CubeSmart,12701 Southwest 124th Street,Kendall,Florida,33186,3052511300,STORE0722@CUBESMART.COM
Hangar One Self-Storage,99 Calle Leno,Key West,Florida,33040,3053933507,Info@thekeywestexperts.com
Florida Space Center,1830 Hypoluxo Rd,Lake Worth,Florida,33462,5615881000,FloridaSpace@mindspring.com
Public Storage,6664 Hypoluxo Rd.,Lake Worth,Florida,33467,,
Security Self Storage,8135 Lake Worth Road,Lake Worth,Florida,33467,5612078395,elena@securityselfstoragefl.com
CubeSmart,2200 Heritage Drive,Lakeland,Florida,33801,8636663320,STORE0448@CUBESMART.COM
Public Storage,4390 Hypoluxo Rd,Lantana,Florida,33462,,
Ark Self Storage of Largo,12420 Starkey Road,Largo,Florida,33773,7275841660,largo@arkselfstorage.net
Ulmerton Space Plus Self Storage,13100 66th St. North,Largo,Florida,33773,7272162816,largostorage@storageflorida.com
Public Storage,8560 W. Commercial Blvd.,Lauderhill,Florida,33351,,
Storage Square,"2901 West SR 434, Suite 101",Longwood,Florida,,4074211004,blake@steel.com
Sun Ray Homes Inc,710 Miami Springs Dr,Longwood,Florida,32779-2220,4078620882,sunraystoreaway@yahoo.com
CubeSmart,1402 East Bearss Avenue,Lutz,Florida,33549,8139100871,STORE0640@CUBESMART.COM
CubeSmart,14902 North 12th Street,Lutz,Florida,33549,8139718686,STORE0639@CUBESMART.COM
CubeSmart,5500 Northwest 15Th Street,Margate,Florida,33063,9549680050,STORE0303@CUBESMART.COM
CubeSmart,5501 Northwest 15Th Street,Margate,Florida,33063,9549680050,STORE0325@CUBESMART.COM
CubeSmart,5501 Northwest 15th Street,Margate,Florida,33063,9549680050,STORE0325@CUBESMART.COM
CubeSmart,5500 Northwest 15th Street,Margate,Florida,33063,9549680050,STORE0303@CUBESMART.COM
Self Storage USA,1950 Banks Rd,Margate,Florida,33063,9549788500,rentals@selfstorageusa.com
American Mini-Storage,450 Distribution Drive,Melbourne,Florida,32904,3217687800,info@americanmini-storage.com
Best Movers Melbourne FL,930 S Harbor City Blvd #310,Melbourne,Florida,32901,3215874151,bestmoversmel@outlook.com
Secureway Self Storage Centers,7770 Ellis Rd.,Melbourne,Florida,32904,3219566660,info@securewaystorage.com
Public Storage,245 S. Plumosa Street,Merritt Island,Florida,32952,,
Public Storage,1875 NW 167th St.,Miami Gardens,Florida,33056,,
"Snapbox Self Storage
Gold Member","19301 W Dixie Hwy, FL 33180",Miami,Florida,33180,17867065225,
A+ Mini Storage,12200 SW 117th Avenue,Miami,Florida,33186,3052358555,raulnunez@aplusmini.com
Brickell Xtra Storage,601 SW 8th Street,Miami,Florida,33130,3058561208,dyarus@gmail.com
MOVING & STORAGE SERVICES,14444 W Dixie hay,miami,FLORIDA,33161,8885110018,info@movingandstorageservices.net
Public Storage,9600 NW 40th Street Rd,Miami,Florida,33178,,
Storage King USA,16200 SW 137th Avenue,Miami,Florida,33177,3052342577,Miami137ave@storagekingusa.com
StorSafe,10201 Hammocks Blvd,Miami,Florida,33196-4712,3053888836,kmitchell@americascapital.com
Valgard Self Storage,6820 SW 81st Terrace,Miami,Florida,33143,3056674447,dscott@valgardselfstorage.com
Flamingo Self Storage dba Miramar SS,12002 Miramar Pkwy,Miramar,Florida,33025,9544433060,nci1175@aol.com
Cain-Jones Self Storage,3500 Radio Rd.,Naples,Florida,34104,2396435200,cainjonesselfstorage@gmail.com
CubeSmart,2349 Trade Center Way,Naples,Florida,34109,2395911244,STORE0354@CUBESMART.COM
CubeSmart,11400 East Tamiami Trail,Naples,Florida,34113,2397755740,STORE0451@CUBESMART.COM
CubeSmart,5650 Naples Boulevard,Naples,Florida,34109,2395983828,STORE0479@CUBESMART.COM
CubeSmart,3485 Domestic Avenue,Naples,Florida,34104,2396430792,STORE0459@CUBESMART.COM
Maxi Self Storage,3405 Radio Road,Naples,Florida,34104,2394300909,
Naples Mini-Storage Inc,3706 Domestic Ave.,Naples,Florida,,2392613001,
"NBC Storage, LLC",195 Basik Drive,Naples,Florida,34114,2397741690,
Secure Storage,9813 Chelsea Place,Naples,Florida,,9415973386,
Toledo Blade Self Storage,"3073 S. Horshoe Dr., Suite 118",Naples,Florida,34104,2396436333,donarnold@arnoldcompanies.net
Brunswick Storage LLC,229 Antiqua Way,Niceville,Florida,32578,8504280980,r.scott2@cox.net
North Miami Mini Stor-It,1301 NE 119th Street,North Miami,Florida,,3058957757,northmiamimini7@aol.com
Neighborhood Self-Service Storage Co,4701 SE Maricamp Road-UHAUL RENTALS,Ocala,Florida,34480,3526242700,
Self Storage Ocala,1640 SW 7th Road,Ocala,Florida,34471,3526225880,selfstorage_ocala@viziamail.com
CubeSmart,100 Mercantile Court,Ocoee,Florida,34761,4076541997,STORE0671@CUBESMART.COM
Guardian Storage,5136 E University Blvd,Odessa,Texas,79762-8110,4325503344,larryglee@leecoproperties.com
CubeSmart,540 South Volusia Avenue,Orange City,Florida,32763,3867741414,STORE0641@CUBESMART.COM
Climatized Self Storage,600 Blanding Blvd.,Orange Park,Florida,32073,9047736330,orangepark@climatizedselfstorage.com
College Park Storage Center LLC,1420 N Orange Blossom Trail,Orlando,Florida,32804,4076509033,cpsc@cfl.rr.com
CubeSmart,1015 North Apopka Vineland Road,Orlando,Florida,32818,4075325324,STORE0693@CUBESMART.COM
CubeSmart,4554 East Hoffner Avenue,Orlando,Florida,32812,4078519130,STORE0695@CUBESMART.COM
CubeSmart,3730 South Orange Avenue,Orlando,Florida,32806,4078520044,STORE0703@CUBESMART.COM
CubeSmart,7200 Old Cheney Highway,Orlando,Florida,32807,4072731668,STORE0332@CUBESMART.COM
Javis Multi Service Junk Removal Dumpster,2507 Rose Blvd,Orlando,Florida,32839,4078608640,bandomkings884@gmail.com
Javis Multi Service Junk Removal Dumpster,2507 Rose Blvd,Orlando,Florida,32839,4078608640,bandomkings884@gmail.com
Personal Mini Storage Management Co,6327 Edgewater Dr .,Orlando,Florida,32810,4072973683,feedback@personalministorage.com
Public Storage,250 N. Goldenrod Rd,Orlando,Florida,32807,,
Simply Self Storage,"7932 West Sand Lake Road, Suite 108",Orlando,Florida,,4072487878,dhobek@obcompanies.com
Vista Self Storage,6707 Narcoossee Rd.,Orlando,Florida,,4076588544,manager@vista.bz
World of Dumpsters and Junk Removal,37 N Orange Ave. Suite 541,Orlando,Florida,32801,4078838937,worldofdumpstersmarketing@gmail.com
Security Storage,509 S. Nova Road,Ormond Beach,Florida,32174,3866723742,southdaytona@securitystorage.com
CubeSmart,3651 Alafaya Trail,Oviedo,Florida,32765,4073668825,STORE0694@CUBESMART.COM
Lockwood Storage,1700 E. Broadway,Oviedo,Florida,32765-9732,4079710847,majr@earthlink.net
Public Storage,1931 W. State Rd. 426,Oviedo,Florida,32765,,
Arcadia Self Storage,4618 Lori Lane,Pace,Florida,32571,8509947908,info@arcadiaselfstorage.com
Additional Storage of Palm Bay,270 Malabar Rd. SW,Palm Bay,Florida,32907,3217272700,
Public Storage,4630 NE Babcock Street,Palm Bay,Florida,32905,,
PGA Commons Self Storage,552 PGA Blvd. Ste. 200,Palm Beach Gardens,Florida,,5616308630,rhea@channingcorporatlon.com
Southern Self Storage Corp Hq,"3300 PGA Blvd., Suite 350",Palm Beach Gardens,Florida,33410-2811,5617757393,mcintosh@southernseIfstorage.com
Emerald Coast Quickstor,17615 Panama City Beach Pkwy,Panama City Beach,Florida,32413,8502352543,emeraldcoast@bellsouth.net
Top Shelf Storage 1,105 Estes Place Beach Commerce Park,Panama City Beach,Florida,32461,8502491789,info@topshelfstorage1.com
"Snapbox Pembroke Pines
Gold Member","8321 Pines Blvd, FL 33024",Pembroke Pines,Florida,33024,19543889379,
CubeSmart,10755 Pembroke Road,Pembroke Pines,Florida,33025,9544332005,STORE0497@CUBESMART.COM
Florida Secure Self-Storage,19701 Sheridan Street,Pembroke Pines,Florida,33332,9542525000,phdufresne@yahoo.com
Public Storage,14625 NW 20th Street,Pembroke Pines,Florida,33028,,
University-Pines Self Storage,8321 N.W. Pines Blvd.,Pembroke Pines,Florida,,,Idiamond@irelandco.com
American Mini-Storage Inc,801 S. Old Corry Field Rd.,Pensacola,Florida,32507,8504570011,amspcola@bellsouth.net
Brownsville Self Storage,3800 Mobile Hwy,Pensacola,Florida,32505,8504341954,art@brownsvilleselfstorage.com
CubeSmart,2450 East Olive Road,Pensacola,Florida,32514,8504792477,STORE6344@CUBESMART.COM
Safe & Sound Climate Cont,3932 Creighton Road,Pensacola,Florida,32504,8504849775,office@safeandsoundstorage.org
Safe and Sound Climate Controlled Mini Storage,3932 Creighton Rd,Pensacola,Florida,32504-4659,8504849775,west_rene@hotmail.com
Shamrock Storage,551 South Fairfield Drive,Pensacola,Florida,32506,8504449191,mcalpingroup@networktel.net
Mini Storage of Plant City,402 W. Ball Street,Plant City,Florida,,8137520417,
Rentlok Self Storage Inc,1205 S Alexander St,Plant City,Florida,33563-0016,8137546501,ed@rentlok.com
The Store Room - Andrews Ave,500 S. Andrews Ave.,Pompano Beach,Florida,33069,9549466262,tsraust@thestoreroom.net
Brooksville Rentals,125 Twelve Oaks Lane,Ponte Vedra Beach,Florida,32082,,gdisbrow@comcast.net
Bernier Farms Self Storage Inc,316 New Dam Road,Sanford,Maine,04073,2073245606,berniers1@metrocast.net
CubeSmart,3508 South Orlando Drive,Sanford,Florida,32773,4073029300,STORE0696@CUBESMART.COM
CubeSmart,8250 North Tamiami Trail,Sarasota,Florida,34243,9413596634,STORE0506@CUBESMART.COM
Hide-Away Storage Services Inc,6791 281h Street Cir. E,Sarasota,Florida,34243,9417551166,steve@hideawaystorage.com
Zebra Portable Storage Franchise Systems LLC,5971 Cattlemen Lane,Sarasota,Florida,,9418943211,BernieS@zebrapack.com
Park Oakhurst AC Storage,13799 Park Boulevard,Seminole,Florida,33776,7273940104,storage1@gte.net
A First Class Self Storage,6301 SE Federal Hwy,Stuart,Florida,34997,7722872313,1ststorage@bellsouth.net
Public Storage,1401 S. Federal Hwy.,Stuart,Florida,34994,,
Stor-A-Way Mini Storage,5094 SE Federal Hwy.,Stuart,Florida,34997,7722862656,
Storage Express Inc,8750 West Oakland Park Boulevard,Sunrise,Florida,33351-7316,9547499677,ely@volico.com
Bradfordville Mini Storage LLC,6875 Thomasville Rd.,Tallahassee,Florida,32312,8504210300,serpico@serpicorealty.com
Fort Knox Self-Service Storage,3244 N Monroe St # A,Tallahassee,Florida,32334,8505628500,
Self Storage Tallahassee,942 Capital Circle SW,Tallahassee,Florida,32304,8505763764,ikeo@storagekingusa.com
Storage King USA,1501 Capital Circle NW,Tallahassee,Florida,32303,8505752712,1501capcircle@storagekingusa.com
Storage King USA,942 Capital Circle SW,Tallahassee,Florida,32304,8505763764,
21st Century Storage Corp,Po. Box 46704,Tampa,Florida,33647,8139945916,
CubeSmart,4309 Ehrlich Road,Tampa,Florida,33624,8132650808,STORE0702@CUBESMART.COM
Discount Mini Storage,5002 S Manhattan Ave,Tampa,Florida,33611,8138376355,
North Dale Mabry Self Storage LLC,2910 W. Bay to Bay Blvd. Ste.200,Tampa,Florida,,8132217525,bill.gibson@kennedyfrost.com
Synergy Storage Group,2971 Wentworth Way,Tarpon Springs,Florida,34688-8431,7279377777,wow04@store-it.com
Storage Bins,2359 Tamiami Trail S,Venice,Florida,34293,9414932214,
Public Storage,650 4th Street,Vero Beach,Florida,32962,,
Eastern Self Storage,4411 45th St.,West Palm Beach,Florida,33407,5614784488,info4411@easternselfstorage.com
U & Me Records Management,2626 Electronics Way,West Palm Beach,Florida,33407,5618326156,uandmerecords@viziamail.com
West Boca Mini Storage,505 S. Flagler Dr. Suite 401,West Palm Beach,Florida,,5618323200,
Public Storage,2715 S. Commerce Pky.,Weston,Florida,33331,,
Public Storage,2707 Executive Park Lane,Weston,Florida,33331,,
"Snapbox Self Storage
Gold Member","38011 Pretty Pond Rd, FL 33541",Zephyrhills,Florida,33541,18136800380,
Patriot Self Storage,6029 Talon Bay Drive,North Port,Florida,34287,9414296800,talonbay@patriotstorage.com
Valgard Storage,6820 SW 81st Terrace Miami,Coral Gables,Florida,33143,3056674447,info@valgardselfstorage.com
43rd Street Self Storage,9417 NW 43rd Street,Gainesville,Florida,32653-7887,3523774321,
A Storage Center,6800 W. University Ave.,Gainesville,Florida,32607,3523320003,information@astoragecenter.com
Access Self Storage LLC,2160 NW 67th Place,Gainesville,Florida,32653,3523370602,amyweber@scherenfl.com
ezStorage,14220 Lee Highway (Rt. 29),Gainesville,Virginia,20155,7037543401,store@ezstorage.com
Murrayville Mini Storage LLC,4856 Newton Dr.,Gainesville,Georgia,,6789891999,anne@murrayvilleselfstorage.com
NW Mini-Storage and Warehouse,3500 NW 97th Blvd # A,Gainesville,Florida,32606,3523328917,
Security Mini Storage,4101 SW 13th Street,Gainesville,Florida,,3523767606,securitymini@bellsouth.net
Self Storage Management of North Florida Inc,6505 SW Archer Road,Gainesville,Florida,32608,3523714296,archerinfo@gainesvilleselfstorage.com
165 South Self Storage,416 Talamone Drive,Winter Haven,Florida,33884,3182371439,mmeinel@tampabay.rr.com
Blue Box Storage LLC,250 Ave. K.S.W,Winter Haven,Florida,33880,8633243698,rennie@cassidyhomes.com
Diamond Mini Storage,6400 Highway 544 East,Winter Haven,Florida,33881,8634215772,
Ryan-Cass Enterprises Inc dba Lakeside Self Storage,720 Avenue K SW,Winter Haven,Florida,,8632992504,carolvwidy@verizon.net
ezStorage,2729 Solomons Island Road,Edgewater,Maryland,21037,4102242235,store@ezstorage.com
Glendale Self Serve Mini Inc,2824 Solomons Island Rd. #200,Edgewater,Maryland,,3017947800,rbailey634@aol.com
Blue Bay Self Storage,8125 County Road 44,Leesburg,Florida,34788-3712,3527282100,jcdbbss@aol.com
CubeSmart,847 Trailview Boulevard Southeast,Leesburg,Virginia,20175,7037778211,STORE0567@CUBESMART.COM
Sherwood Storage,1214 State Road 44,Leesburg,Florida,34748-9383,3523198000,
CubeSmart,500 Radio Road,Palm Springs,California,92262,7603257880,STORE0280@CUBESMART.COM
CubeSmart,1400 South Gene Autry Trail,Palm Springs,California,92264,7603252331,STORE0279@CUBESMART.COM
CubeSmart,500 Radio Road,Palm Springs,California,92262,7603257880,STORE0280@CUBESMART.COM
Jensen Beach Storage,3250 Candice Ave.,Jensen Beach,Florida,34957,7723348047,ken666@adelphia.net
Safe and Sound Storage,1400 NE Savanna Road,Jensen Beach,Florida,,7723342858,info@safeandsoundstorage.com
Seminole Self Storage,Crawfordville Hwy,Crawfordville,Florida,32327,8509265959,lisapnc@aol.com
Ma's Mini Storage,183 Christian St.,Oxford,Connecticut,06478,2038810266,masministorage@yahoo.com
EXTRA SPACE,28 Adams Drive,WILLISTON,Vermont,05495,8028640333,
Extra Space Storage,28 Adams Drive,Williston,Vermont,05495-9779,8028640333,
North Florida Mini Storage,710 SW 6th Avenue,Williston,Florida,,3525284970,
Marco Self Storage LLC,940 Chalmer Dr.,Marco Island,Florida,34145-2536,2393945900,jwhhelms@earthlink.net
"Storelocal Englewood
Gold Member","3411 S Irving St, CO, 80110",Englewood,Colorado,80110,3037814911,
Arapahoe and Holly Self-Storage LLC,6800 S. Holly Circle,Englewood,Colorado,80112,3036949400,djburry@supremeoffices.com
Outback Mini Storage,677 South Church Street,Santa Rosa Beach,Florida,32459-4041,8502672951,storagegal@earthlink.net
Estero 41 Self Storage,Po. Box 1133,Estero,Florida,33928,2392670101,info@estero41.com
AAA Secure Storage LLC,8810 Astronaut Blvd.,Cape Canaveral,Florida,,,wrm@calloneonline.com
Florosa Mini Storage,2371 US-98,Mary Esther,Florida,32569,8505816733,info@florosaministorage.com
A-1 Mini Storage Inc,1154 US Highway 90 W,Defuniak Springs,Florida,32433-1445,8508924678,cip289@earthlink.net
Uncle Mack`s Self Storage,1250 29th St.,Gulfport,Mississippi,39501,2286971923,brian@unclemacks.com
B and G Storage Inc,2 Fairpoint Place,Gulf Breeze,Florida,32561,8502327455,tom@folkers.com
Hawthorne Self Storage,130 Brady Avenue,Hawthorne,New York,10532-2208,9147694103,
Rhino Mini Storage LLC,PO Box 1496,Silver Springs,Arkansas,72761-1496,4795243700,gci@ipa.net
Freeport Self Storage,73 E Merrick Rd,Freeport,New York,11520-4030,5163781200,pkampa@optonline.net
Bolch Storage LLC,"675 West Paces Ferry Road, Unit 6",Atlanta,Georgia,30327,4048168006,tom@bolch.com
Dobbins Mini-Warehouses,1108 Old Chattahoochee Ave. N.W.,Atlanta,Georgia,30318,4043522639,
Miramar Self Storage LLC,"4360 Chamblee Dunwoody Road, Suite 520",Atlanta,Georgia,30341,7704574395,rtlove@loveproperties.com
SpaceMax Storage,1248 Zonolite Road,Atlanta,Georgia,30306,4048889688,chris.poholek@childressklein.com
Camellia Self Storage,Po. Box 5610,Augusta,Georgia,30916-5610,7067901200,camelliasselfstorage@yahoo.com
RiverWatch Self Storage,922 Stevens Creek Road,Augusta,Georgia,,7068631603,sitemanager@riverwatchselfstorage.com
Space Relief Center,PO Box I55,Augusta,New Jersey,,9733837490,
Washington Road Self Storage,3700 Washington Rd,Augusta,Georgia,30907,7062283338,gsnelling@mindspring.com
A+ Storage,5550 Blue Ridge Drive,Blue Ridge,Georgia,30513,7066329300,junnier@etcmail.com
Secure -T-Loc of Blue Ridge LLC,1020 Appalachian Hwy,Blue Ridge,Georgia,30513,7066328505,
Americas Budget Storage,40671 Joy Rd,Canton,Michigan,48187-4021,7344596444,
Madison County Self Storage,122 Yandell Road,Canton,Mississippi,39046-9259,6018539930,
